,Source,Start_Lat,Start_Lng,Distance(mi),Side,City,State,Timezone,Airport_Code,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Sunrise_Sunset,Severity_of_accidents,year_recorded,month_recorded,day_recorded,diff_hours,diff_minutes
270853,MapQuest,29.663349,-95.352753,0.0,L,Houston,TX,US/Central,KHOU,75.9,,69.0,29.98,10.0,SSE,13.8,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,1,16,0.9927777777777778,59.56666666666667
189788,MapQuest,42.300102,-83.18325,0.0,R,Dearborn,MI,US/Eastern,KDET,68.0,,84.0,30.07,10.0,Calm,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,2,2016,8,3,0.5,30.0
667796,MapQuest,28.355040000000002,-81.677017,0.0,R,Clermont,FL,US/Eastern,KISM,60.0,60.0,42.0,30.07,10.0,NW,12.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2020,1,20,1.0580555555555555,63.483333333333334
1296955,MapQuest,35.119415000000004,-80.85524699999999,0.0,R,Charlotte,NC,US/Eastern,KCLT,45.0,42.6,90.0,29.93,6.0,NW,4.6,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2019,3,21,1.7466666666666666,104.8
797846,MapQuest,26.667274,-81.889862,0.0,R,North Fort Myers,FL,US/Eastern,KFMY,71.0,71.0,87.0,30.0,10.0,SE,13.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2019,12,22,1.3005555555555555,78.03333333333333
2250463,MapQuest,28.067225,-82.738968,0.0,R,Palm Harbor,FL,US/Eastern,KPIE,75.0,,69.0,30.08,10.0,NNE,9.2,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,Day,1,2017,11,14,0.5927777777777777,35.56666666666667
1503034,MapQuest,41.809227,-87.631454,0.0,R,Chicago,IL,US/Central,KMDW,50.0,,89.0,29.48,4.0,WSW,16.1,Overcast,False,False,True,False,False,False,True,False,True,False,False,False,Night,2,2018,11,6,0.7444444444444445,44.666666666666664
3158903,Bing,33.85731,-117.976252,0.0,R,Anaheim,CA,US/Pacific,KFUL,72.0,72.0,71.0,29.82,7.0,CALM,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,9,16,0.9280555555555555,55.68333333333333
1135208,MapQuest,44.947155,-93.040314,0.0,R,Saint Paul,MN,US/Central,KSTP,67.0,67.0,73.0,28.85,10.0,NW,15.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,Day,1,2019,6,24,1.4955555555555555,89.73333333333333
2905265,Bing,33.87655,-117.66033999999999,0.0,R,Corona,CA,US/Pacific,KAJO,53.0,53.0,89.0,29.54,7.0,CALM,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,4,9,0.25,15.0
813119,MapQuest-Bing,39.097542,-120.94928,0.0,R,Colfax,CA,US/Pacific,KGOO,73.0,73.0,10.0,26.76,10.0,E,5.0,,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2019,10,10,0.9952777777777778,59.71666666666667
1495942,MapQuest-Bing,44.064301,-124.09821299999999,0.0,L,Florence,OR,US/Pacific,KOTH,57.9,,100.0,30.33,1.8,WSW,13.8,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,11,2,1.0783333333333334,64.7
3244354,Bing,43.80386,-123.04337,1.485,R,Cottage Grove,OR,US/Pacific,KEUG,48.0,,83.0,29.63,5.0,SSW,16.1,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,11,22,4.0,240.0
3017190,Bing,34.8032,-91.96732,1.041,R,Lonoke,AR,US/Central,KLRF,48.0,44.0,57.0,29.47,10.0,S,9.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2020,1,1,0.49527777777777776,29.716666666666665
971155,MapQuest,40.837975,-73.88018000000001,0.0,R,Bronx,NY,US/Eastern,KLGA,73.0,73.0,73.0,30.17,10.0,SSW,13.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,9,11,1.2575,75.45
1132955,MapQuest,30.06542,-81.498192,0.0,R,Saint Johns,FL,US/Eastern,KNIP,89.0,89.0,63.0,30.09,10.0,WSW,10.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,6,22,0.5322222222222223,31.933333333333334
2042942,MapQuest,32.796425,-96.81554399999999,0.0,R,Dallas,TX,US/Central,KDAL,59.0,,90.0,29.89,3.0,Variable,3.5,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,3,29,0.49333333333333335,29.6
2596792,Bing,34.06532,-117.30729,0.518,R,Colton,CA,US/Pacific,KSBD,51.8,,82.0,29.95,3.0,SW,5.8,Rain,False,False,False,False,True,False,False,False,False,False,False,False,Day,1,2017,1,12,6.0,360.0
3114813,Bing,33.917097999999996,-118.10481100000001,0.0,R,Norwalk,CA,US/Pacific,KFUL,64.0,64.0,78.0,29.85,9.0,SSW,3.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2019,11,10,0.6130555555555556,36.78333333333333
1675177,MapQuest,30.140755,-91.944443,0.0,L,Broussard,LA,US/Central,KLFT,75.9,,100.0,30.0,8.0,Calm,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2018,9,26,0.49333333333333335,29.6
713993,MapQuest,38.144424,-121.260498,0.0,R,Lodi,CA,US/Pacific,KSCK,56.0,56.0,72.0,29.98,10.0,NNW,7.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2020,2,13,0.7555555555555555,45.333333333333336
1649237,MapQuest,37.983921,-122.041283,0.0,R,Concord,CA,US/Pacific,KCCR,62.1,,67.0,29.86,10.0,South,10.4,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2018,9,13,0.4911111111111111,29.466666666666665
2163946,MapQuest,28.514721,-81.389923,0.0,R,Orlando,FL,US/Eastern,KORL,75.0,,71.0,30.17,10.0,NNE,9.2,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2017,11,30,0.7452777777777778,44.71666666666667
598510,MapQuest,35.056232,-90.059952,0.0,R,Memphis,TN,US/Central,KMEM,50.0,50.0,89.0,29.9,10.0,NNE,12.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,3,17,0.9977777777777778,59.86666666666667
412724,MapQuest,26.165884,-80.16024,0.01,R,Fort Lauderdale,FL,US/Eastern,KFXE,84.9,,57.0,30.04,10.0,SE,18.4,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2017,5,1,0.7469444444444444,44.81666666666667
2660559,Bing,33.4235,-90.79694,1.966,R,Leland,MS,US/Central,KGLH,82.9,,41.0,30.18,10.0,NNW,5.8,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2017,4,13,6.0,360.0
1403777,MapQuest,34.874725,-82.218781,0.0,R,Greer,SC,US/Eastern,KGSP,46.9,,61.0,30.18,10.0,SSW,8.1,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,Day,1,2019,1,15,0.7455555555555555,44.733333333333334
483085,MapQuest,40.168682000000004,-75.111633,0.0,L,Hatboro,PA,US/Eastern,KPNE,73.9,,64.0,30.17,10.0,Variable,6.9,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,6,29,0.7452777777777778,44.71666666666667
3428515,Bing,37.16695,-113.45176000000001,0.40399999999999997,R,Washington,UT,US/Mountain,KSGU,75.9,,52.0,29.91,10.0,Calm,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,8,7,6.0,360.0
968718,MapQuest,41.514809,-73.591026,0.0,R,Patterson,NY,US/Eastern,KDXR,64.0,64.0,84.0,29.89,10.0,NE,5.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,Day,2,2019,9,10,0.9930555555555556,59.583333333333336
346323,MapQuest,33.88876,-117.51288600000001,0.01,R,Corona,CA,US/Pacific,KAJO,62.1,,46.0,30.14,,WNW,4.6,Clear,False,False,False,False,True,False,False,False,False,False,False,False,Day,1,2017,2,28,0.4955555555555556,29.733333333333334
1233030,MapQuest,34.499908000000005,-82.995605,0.0,R,Fair Play,SC,US/Eastern,KCEU,69.0,69.0,93.0,28.75,10.0,SW,10.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2019,4,14,1.2355555555555555,74.13333333333334
3313595,Bing,28.026940000000003,-82.16031,0.7959999999999999,R,Plant City,FL,US/Eastern,KPCM,,,,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,Night,1,2018,6,29,6.0,360.0
2651229,Bing,33.77758,-84.39076,0.272,R,Atlanta,GA,US/Eastern,KFTY,69.1,,40.0,29.81,10.0,WSW,17.3,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,Day,1,2017,3,31,6.0,360.0
1218769,MapQuest,36.819611,-119.785202,0.0,R,Fresno,CA,US/Pacific,KFAT,71.0,71.0,38.0,29.75,10.0,CALM,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,Day,1,2019,4,6,1.2755555555555556,76.53333333333333
1082415,MapQuest,38.946995,-76.855774,0.0,L,Lanham,MD,US/Eastern,KCGS,81.0,81.0,32.0,30.01,10.0,NNW,6.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,8,11,1.9938888888888888,119.63333333333334
1445459,MapQuest,42.515778000000005,-84.836052,0.0,R,Charlotte,MI,US/Eastern,KFPK,28.2,22.0,78.0,30.08,10.0,SW,5.8,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2018,12,5,0.745,44.7
2734474,Bing,33.54916,-84.26865,0.0,R,Stockbridge,GA,US/Eastern,KATL,74.0,74.0,68.0,29.03,10.0,SW,5.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,Night,2,2020,6,2,1.25,75.0
1383210,MapQuest,38.206210999999996,-85.827736,0.0,R,Louisville,KY,US/Eastern,KSDF,43.0,37.7,89.0,29.71,6.0,NW,9.2,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,Night,2,2019,1,4,0.9966666666666667,59.8
452141,MapQuest,32.802710999999995,-96.780373,0.019999999553,L,Dallas,TX,US/Central,KDAL,91.9,,45.0,29.71,8.0,South,24.2,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2017,5,18,0.4963888888888889,29.783333333333335
909338,MapQuest,44.890182,-93.398911,0.0,R,Minneapolis,MN,US/Central,KFCM,40.0,33.0,73.0,28.6,10.0,W,13.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2019,11,25,1.0033333333333334,60.2
358666,MapQuest,28.405394,-80.70566600000001,0.01,R,Merritt Island,FL,US/Eastern,KXMR,63.3,,64.0,30.2,10.0,ENE,6.9,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,3,20,0.4961111111111111,29.766666666666666
3367069,Bing,38.235483,-85.615526,0.0,R,Louisville,KY,US/Eastern,KLOU,46.0,43.9,100.0,30.15,9.0,SE,4.6,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2018,1,10,6.0,360.0
3256075,Bing,33.89535,-84.26364000000001,0.51,R,Atlanta,GA,US/Eastern,KPDK,69.1,,73.0,30.11,10.0,Variable,3.5,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,2,2018,10,14,0.49722222222222223,29.833333333333332
1189764,MapQuest,33.450016,-86.818115,0.0,R,Birmingham,AL,US/Central,KBHM,88.0,,49.0,29.51,10.0,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2019,5,25,1.4025,84.15
766047,MapQuest,34.773819,-86.538795,0.0,R,Huntsville,AL,US/Central,KMDQ,53.0,53.0,78.0,29.32,10.0,CALM,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,Night,1,2019,12,6,1.301111111111111,78.06666666666666
2676974,Bing,37.29779,-121.87443999999999,1.95,R,San Jose,CA,US/Pacific,KSJC,55.9,,75.0,29.74,9.0,North,5.8,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,2,2017,5,7,6.0,360.0
722812,MapQuest,26.191492,-80.211411,0.0,R,Fort Lauderdale,FL,US/Eastern,KFXE,82.0,82.0,62.0,30.11,10.0,ESE,10.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,2,19,1.2797222222222222,76.78333333333333
3336629,Bing,42.394019,-87.927534,0.335,R,Gurnee,IL,US/Central,KUGN,41.0,34.3,45.0,30.08,10.0,NNW,11.5,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2018,3,1,6.0,360.0
36694,MapQuest,38.682789,-120.662247,0.01,L,Placerville,CA,US/Pacific,KPVF,62.6,,39.0,29.94,10.0,Calm,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2016,4,28,1.25,75.0
231008,MapQuest,40.441418,-75.338966,0.01,L,Quakertown,PA,US/Eastern,KUKT,37.4,32.1,56.0,30.04,10.0,NW,6.9,Clear,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2016,12,14,0.5038888888888889,30.233333333333334
395762,MapQuest,47.530449,-122.37664,0.01,R,Seattle,WA,US/Pacific,KBFI,50.0,,86.0,29.85,8.0,SSW,4.6,Light Rain,False,False,False,False,False,False,False,False,True,False,False,False,Day,1,2017,3,3,0.4961111111111111,29.766666666666666
3337915,Bing,40.744595000000004,-73.312949,0.201,R,Deer Park,NY,US/Eastern,KFRG,37.9,30.0,62.0,30.04,10.0,North,12.7,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2018,3,5,0.5,30.0
1396944,MapQuest,39.780293,-86.168053,0.0,R,Indianapolis,IN,US/Eastern,KEYE,25.0,,75.0,30.4,10.0,Calm,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,Night,1,2019,1,11,0.49805555555555553,29.883333333333333
1573531,MapQuest,28.593121999999997,-81.38203399999999,0.0,R,Winter Park,FL,US/Eastern,KORL,75.9,,100.0,29.93,10.0,ENE,10.4,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2018,10,9,0.9913888888888889,59.483333333333334
415209,MapQuest,33.681103,-84.3937,0.01,R,Atlanta,GA,US/Eastern,KATL,57.0,,72.0,30.01,10.0,NNW,12.7,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,5,7,0.495,29.7
2980348,Bing,38.563846999999996,-121.636669,0.0,R,Davis,CA,US/Pacific,KEDU,57.0,57.0,63.0,30.09,10.0,NNW,5.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2020,1,29,1.1580555555555556,69.48333333333333
1168926,MapQuest,39.188128999999996,-76.756233,0.0,R,Elkridge,MD,US/Eastern,KBWI,67.0,67.0,44.0,29.79,9.0,WNW,14.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,5,15,2.621111111111111,157.26666666666668
541567,MapQuest,39.972252000000005,-76.520103,0.0,R,Wrightsville,PA,US/Eastern,KLNS,59.0,59.0,41.0,29.92,10.0,E,10.0,Fair,True,False,False,False,False,False,False,False,False,False,False,False,Day,1,2020,5,20,1.2433333333333334,74.6
3487009,Bing,33.090781,-117.073108,0.0,L,Escondido,CA,US/Pacific,KRNM,84.0,84.0,49.0,28.46,10.0,WNW,12.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,8,29,0.9088888888888889,54.53333333333333
2308523,MapQuest,29.640296999999997,-95.224739,0.0,L,Houston,TX,US/Central,KHOU,89.1,,52.0,30.0,10.0,ESE,4.6,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,10,12,0.49722222222222223,29.833333333333332
315918,MapQuest,38.636616,-121.31288899999998,0.01,R,Carmichael,CA,US/Pacific,KMCC,60.8,,88.0,29.97,10.0,SSE,11.5,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,2,7,0.49472222222222223,29.683333333333334
1975877,MapQuest,34.083717,-117.693924,0.0,R,Montclair,CA,US/Pacific,KPOC,50.0,,82.0,30.09,,Variable,4.6,Clear,False,False,False,False,True,False,False,False,False,False,False,False,Day,2,2018,4,25,0.7452777777777778,44.71666666666667
2105613,MapQuest,35.781719,-78.60006,0.0,L,Raleigh,NC,US/Eastern,KRDU,21.9,10.4,38.0,30.56,10.0,NNE,11.5,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,1,1,0.9902777777777778,59.416666666666664
2584501,Bing,39.92765,-75.14666,0.34299999999999997,R,Philadelphia,PA,US/Eastern,KPHL,81.0,,36.0,29.65,10.0,WSW,20.7,Scattered Clouds,True,False,False,False,False,False,False,False,False,False,False,False,Day,1,2016,4,26,6.0,360.0
2285084,MapQuest,45.576972999999995,-122.65351899999999,0.0,R,Portland,OR,US/Pacific,KPDX,50.0,,93.0,30.13,10.0,WSW,4.6,Overcast,False,False,True,False,False,False,True,False,False,False,False,True,Night,1,2017,10,2,0.7436111111111111,44.61666666666667
3376590,Bing,48.039055,-122.178899,0.003,R,Marysville,WA,US/Pacific,KAWO,43.0,38.8,86.0,30.06,10.0,ESE,6.9,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2018,1,30,6.0,360.0
190239,MapQuest,42.464378,-85.652824,0.0,R,Plainwell,MI,US/Eastern,KAZO,77.0,,84.0,30.04,6.0,South,11.5,Haze,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2016,8,11,0.5,30.0
2548528,Bing,35.170943,-80.84116800000001,0.002,R,Charlotte,NC,US/Eastern,KCLT,64.0,,38.0,30.43,10.0,ENE,11.5,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2016,10,11,6.0,360.0
1367757,MapQuest,33.703423,-84.171272,0.0,R,Lithonia,GA,US/Eastern,KATL,55.0,,96.0,30.14,0.1,Calm,,Fog,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,2,22,0.49277777777777776,29.566666666666666
1677468,MapQuest,34.124035,-84.526489,0.0,R,Woodstock,GA,US/Eastern,KRYY,73.4,,94.0,29.98,10.0,Variable,5.8,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2018,9,27,0.7247222222222223,43.483333333333334
792880,MapQuest,33.845921000000004,-84.247169,0.0,R,Tucker,GA,US/Eastern,KPDK,51.0,51.0,32.0,29.28,10.0,VAR,5.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2019,12,19,1.271111111111111,76.26666666666667
3009168,Bing,45.47845,-122.64142,0.0,R,Portland,OR,US/Pacific,KPDX,47.0,47.0,61.0,30.14,10.0,WNW,3.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2020,2,21,4.0,240.0
1525143,MapQuest,26.089537,-80.21257,0.0,R,Fort Lauderdale,FL,US/Eastern,KFLL,75.9,,100.0,29.99,10.0,WSW,8.1,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2018,11,15,1.208888888888889,72.53333333333333
876043,MapQuest,43.021557,-73.791512,0.0,R,Ballston Spa,NY,US/Eastern,KSCH,37.0,32.0,48.0,29.59,10.0,S,7.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2019,11,10,1.5125,90.75
65705,MapQuest,32.772083,-117.00183100000001,0.01,R,La Mesa,CA,US/Pacific,KSEE,53.6,,67.0,30.26,10.0,West,8.1,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,1,2017,1,26,0.7497222222222222,44.983333333333334
3021550,Bing,34.156768,-118.37919199999999,0.0,R,North Hollywood,CA,US/Pacific,KBUR,68.0,68.0,28.0,29.37,10.0,SE,9.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,Day,1,2020,1,5,0.5272222222222223,31.633333333333333
3383257,Bing,34.15575,-118.46866000000001,0.21,R,Sherman Oaks,CA,US/Pacific,KVNY,78.1,,4.0,30.01,10.0,North,19.6,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2017,12,12,6.0,360.0
1848328,MapQuest,33.859955,-118.30915800000001,0.0,R,Gardena,CA,US/Pacific,KHHR,64.0,,75.0,29.97,9.0,SSE,3.5,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2018,6,25,0.7447222222222222,44.68333333333333
3480481,Bing,42.338448,-122.92991,0.16699999999999998,R,Medford,OR,US/Pacific,KMFR,78.0,78.0,25.0,28.61,10.0,WNW,13.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2019,6,28,4.0,240.0
2565770,Bing,25.953429999999997,-80.29438,0.0,L,Miami Gardens,FL,US/Eastern,KOPF,90.0,,61.0,30.1,10.0,ESE,10.4,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,Day,1,2016,6,24,6.0,360.0
1738471,MapQuest,40.153114,-76.817215,0.0,R,Etters,PA,US/Eastern,KMDT,75.9,,87.0,30.09,5.0,Calm,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,1,2018,8,28,0.49666666666666665,29.8
2202022,MapQuest,34.836365,-82.31620799999999,0.0,R,Greenville,SC,US/Eastern,KGMU,53.1,,83.0,30.12,10.0,SW,4.6,Clear,False,False,False,False,False,False,False,False,False,False,False,True,Night,1,2017,12,18,0.4963888888888889,29.783333333333335
2023625,MapQuest,32.766502,-96.895737,0.0,R,Dallas,TX,US/Central,KDAL,62.1,,30.0,30.01,10.0,North,9.2,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Night,2,2018,3,20,0.49527777777777776,29.716666666666665
1104871,MapQuest,26.093339999999998,-80.16806,0.0,R,Fort Lauderdale,FL,US/Eastern,KFLL,79.0,79.0,84.0,29.89,7.0,ESE,5.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,2,2019,6,7,0.8155555555555556,48.93333333333333
3062712,Bing,37.56043,-122.30255,0.016,R,San Mateo,CA,US/Pacific,KSQL,52.0,52.0,94.0,29.69,3.0,SE,6.0,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,Night,1,2019,12,22,0.8683333333333333,52.1
1661510,MapQuest,41.763836,-72.630127,4.07999992371,R,East Hartford,CT,US/Eastern,KHFD,62.1,,78.0,30.15,10.0,North,5.8,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Night,2,2018,9,20,1.2230555555555556,73.38333333333334
